,Result
11,0.1860517009572746 0.4477297876493592 0.438476939753906 0.21732399962883403 0.19111333248319487 0.3950022265099962 0.6584656382153957 0.7508769998893092 0.7718300598071983 0.31917478678894673 0.9461056024911729 0.393305223146148 0.8036207036041048 0.42637353943973927 0.6030576087458556 0.5191156139294195 0.6675831971054593 0.5191358897244047 0.909337364229626 0.698351470634507 0.7823217745803082 0.24937184667786422 0.8775902317319298 0.6269127353753424 0.40328499182702143 0.7482332962993037 0.4584584108176947 0.4534013337290727 0.7210346202614925 0.42048868458571437 0.40655012867634993 0.34935853894448543 0.5433778239820222 0.4825820718420742 0.27893103712184425 0.28811192647109074 0.3888012273989427 0.685546721532302 0.6076781552419349 0.26988952423697743 0.48166547251825353 0.24283284937631977 0.44367773089194895 0.40243192842200004 0.16509395729316506 0.40206989880886634 0.6718884821415213 0.7620643626019318 0.65679083027287 0.6042335151279522 0.40487703887632404 0.5252015243481811 0.18715208596747748 0.19996565839877223 0.4229349810400577 0.298694537331173 0.612836927938352
12,0.27366787090213496 0.4477337363465502 0.4384782911553703 0.6458427138848982 0.600218816471981 0.58757819041059 0.49145046423693 0.3960665875877062 0.595063941197459 0.26585197306512176 0.5787601378152846 0.8625999684225808 0.3293553472729155 0.3819740374411209 0.49968822200163476 0.3301255507469327 0.8041300506345744 0.6651337784777911 0.853544660345022 0.649119225394248 0.4228459135990419 0.38808277600371466 0.348914001969827 0.6560168928142642 0.5903952813062139 0.48051853498213903 0.6672446842639943 0.6648680682107889 0.5726742300920595 0.768672112142965 0.6227297451763155 0.6179258653564879 0.4517326750719516 0.5978967059394141 0.16238968520469207 0.6171971987254372 0.293994326766813 0.45840186639095815 0.7959614158468853 0.45726529487276957 0.5913810327188218 0.7021680634115341 0.6332604924880421 0.3581650706939035 0.41244969178844015 0.3095404080897495 0.6553686202253203 0.7251147590114393 0.3028964966948617 0.5328991485837046 0.2003362180784574 0.24942628912260184 0.4561823060640514 0.466057678935955 0.297522294135687 0.7268106367636559 0.33963730643070444
13,0.23040036800222963 0.4477337341156661 0.4384782896767834 0.25108443808990916 0.5463678170085043 0.3548714331418267 0.6634231744195527 0.43996337741485614 0.4090085384754618 0.207746393839917 0.23688909863570362 0.5658896846846719 0.42432856310321015 0.2824558336984073 0.517148153887969 0.7875145521444618 0.6429385131079195 0.8190960358665045 0.3579127321489118 0.1385403002865773 0.6394220437507586 0.853587192491978 0.6447778306195519 0.1613616363461701 0.7141595071090164 0.4740196209826025 0.41869499346009903 0.18517771039174785 0.7653133465588088 0.3260159486660105 0.6247592059839842 0.6673275747660493 0.5655718240227657 0.36335096005706957 0.6544455843225971 0.44060170110489977 0.654021931564137 0.2778369804835821 0.6679217281252802 0.6784401574383377 0.430319720868272 0.3654835994960996 0.2704864066736598 0.3572313218008012 0.6699934187900842 0.5510402279184031 0.6296095282010792 0.34078012236174104 0.6258610065513235 0.5568938824797602 0.7296104110292576 0.5088109022461489 0.27268819171138065 0.7552821539625028 0.4486769528191251 0.4474888264025074 0.2815405508275418
14,0.1504866849422242 0.44773373779670783 0.4384782924890689 0.44876977483280805 0.3879417556155016 0.38635638938541456 0.5056604830955687 0.33148379314184256 0.8736708239810688 0.5246480450669608 0.034032589344244864 0.45553293940579775 0.40493919126956207 0.2896170899480917 0.5611763972962169 0.7204011762042376 0.5002319974328133 0.5498667994549322 0.5301822724176734 0.7182406352879843 0.18004345168228508 0.6881885134688928 0.05904543435249833 0.7276870395403687 0.6966658627756959 0.38040825520710175 0.2751223624046403 0.39514361172233187 0.4184327295405468 0.5888567145598114 0.689733847787975 0.6189838152896621 0.4174212624959158 0.535247997804781 0.35878193422363724 0.30271052482972954 0.47622856981640926 0.3142657881867364 0.08516766212775564 0.3720144141808819 0.7902262505894794 0.48457469288099114 0.1483812751810055 0.7240395619448278 0.6286519112440372 0.3237322203866441 0.4071060945101602 0.5757997648626594 0.48972407933252854 0.6508308101873341 0.8398591902244767 0.6826751576644433 0.44929131320807403 0.346365533720885 0.38533759915688476 0.670302851332689 0.3116508767190079
15,0.1463692263787531 0.4477337348169207 0.4384782903759754 0.40131090119536317 0.25243308236506257 0.5470362439857847 0.5727145859605168 0.3381628897137528 0.5529312984438957 0.4573083554172045 0.3871953209703911 0.3680472762603985 0.3269393301770562 0.188177268647801 0.4234387342229027 0.25955719708473923 0.7682928707532908 0.18394357276785175 0.743469588915828 0.6722277796022391 0.2450333805726532 0.3448860113208484 0.609114979537291 0.4587379147523618 0.5230568945775211 0.6056243845943797 0.16929275467957877 0.5179989655111978 0.2784067505212236 0.44161059237008243 0.2079179684052923 0.6506223911443317 0.4293848419531707 0.42398004487815644 0.5561394158371881 0.4653219142031728 0.4731356030578461 0.41326683819240106 0.1895978928582368 0.29777065103345696 0.5911627009171169 0.5477726051967357 0.16848412853289155 0.2838307083672554 0.37441104490142274 0.26455342663313025 0.33602665513635943 0.7195347965388238 0.5609116789215792 0.14644185405671029 0.7746347981185006 0.3054715235166233 0.176576482733164 0.23833161838563946 0.7932708720154671 0.6176937737165092 0.5564917818001647
16,0.10763660224052667 0.4477334736451243 0.43847790736003894 0.32534595529242827 0.3306352172786786 0.7087540673256149 0.4430579265410836 0.7561679140779856 0.8259291096381882 0.7781591073511985 0.20447613093948924 0.25660268538182607 0.18556965973259218 0.548630566255295 0.4879589815746014 0.43216789944813083 0.656741076415695 0.31913900439658766 0.6781592314403924 0.5631543545569573 0.5097357691185429 0.8847946202216449 0.7046002417690437 0.8034679548109327 0.059016444852049585 0.9186355258453044 0.7332644321330921 0.36769645968954723 0.2453687193901966 0.6779874192627314 0.14610658855003902 0.8047586746249812 0.7856540065251006 0.4409740355339399 0.3725406446386853 0.4471461139177564 0.6696173628505383 0.35876495039916456 0.4411335176427068 0.8398025314246499 0.3873553654959645 0.6882802247835902 0.1882546744647994 0.34145503451032744 0.8283252999241599 0.30338437127939394 0.17587545696988172 0.24856698840520233 0.7460344252742097 0.2917438108420244 0.5459959806429151 0.3399998575912991 0.6869224454360436 0.2236285857187014 0.31434166822324955 0.059782591749876456 0.7776892274489802
17,0.12132257278765866 0.44773373549670226 0.4384782908867848 0.4753585177286067 0.13879996453851173 0.7425364939288774 0.4013175619016219 0.7751336639311275 0.23642348718237655 0.370250882466344 0.4355679099214752 0.25794968192460166 0.8091182812671307 0.5138238079558457 0.4242893221145292 0.41552723713486966 0.145516277800069 0.6929678249129958 0.2505194139126585 0.6423958062214712 0.7015196318828469 0.3625218864470026 0.6934364666576741 0.6756917351182182 0.5342961769238946 0.6267040484969938 0.5323881605945334 0.6185605061205626 0.5268491848598762 0.24789673873757528 0.568600036984189 0.7213740555087744 0.7175969415490513 0.49101015773886814 0.11085099872820256 0.18994603063531218 0.5108253645276145 0.5599825861038532 0.500541214141939 0.8585828736562767 0.45340739459129886 0.4399026631650269 0.6914170816363767 0.5419185852646605 0.7806860801738553 0.2672096118984963 0.7165273000853225 0.7203700753577688 0.2840628757334277 0.740348217049414 0.6028189873255663 0.30580638605819976 0.44574203024866366 0.34529793835786227 0.26981230217043484 0.5996035401599292 0.715070590572675
18,0.10510201581663478 0.4477337368674919 0.4384782907263599 0.5991580318796195 0.44338317617302664 0.8249409875671464 0.6118934275980306 0.1810866168176729 0.22159095097455747 0.13957973859375303 0.25486067819986075 0.3949881721543961 0.6477459021772949 0.4711692464058926 0.7387764888834952 0.6407854946014707 0.783725032237245 0.36471426122320655 0.7829981158700828 0.5569594902200801 0.6942457574829265 0.5467122137980078 0.44725201330910125 0.5087486230232436 0.2327380793054081 0.6943726148246172 0.5503044775629033 0.8075839832230907 0.5198751366768494 0.4351354993788357 0.24674828945967212 0.7643160678729606 0.2793289097560685 0.16803969461023607 0.5147175606102732 0.24029961973391725 0.5653902866595397 0.4571840725154106 0.34177547996947283 0.6312934311530195 0.3741025009282843 0.19731692142731733 0.5152512545445244 0.27889890677176354 0.6197929007243835 0.5097621347184691 0.8908314969400711 0.39600278247765597 0.15656679469631427 0.699581179062242 0.49932609439073905 0.6446309057252092 0.8093315097780064 0.5567576496771628 0.6481259752376065 0.2333501601856574 0.4623851468747306
19,0.25841551106228744 0.44773373522024584 0.43847828760329954 0.6539809946526379 0.09120580454895073 0.5399944333277787 0.49305032049640707 0.44822279058677783 0.6047324194565735 0.41217294076174366 0.5325724906471927 0.6806012160443136 0.6840729359625971 0.35898126054636553 0.735909130106277 0.32052732544858525 0.6978612688216325 0.6177608653679917 0.4129413982764372 0.3187497702975239 0.7076632934472227 0.3321740636057131 0.6269990262381286 0.4672528434913202 0.4494812308326548 0.46964311048213364 0.5954860551507012 0.6422940408030103 0.3953605465191149 0.7535383369801169 0.6563224476750585 0.5040963715892054 0.7136553979120875 0.35927603559014276 0.6542879130102971 0.24585563599889432 0.27875565054350315 0.4943849892995362 0.8096753081630711 0.49730476801724893 0.21419705230417355 0.38062667869165656 0.6892976959825927 0.6595588783791464 0.40564390512570353 0.6054840421650859 0.586078854222048 0.4047342902870851 0.38181361758694765 0.3290428081059103 0.6054724720494571 0.5555173316692192 0.24651749720359958 0.3069562604869981 0.28835484941219797 0.4564317904296724 0.5601546265533893
20,0.1126988859434078 0.44773376056703007 0.43847836593357975 0.19684637012141354 0.2595292090553039 0.5664429816049336 0.4443371977438403 0.7241361609351569 0.6314455766499363 0.6506495653867598 0.34872389669439313 0.3450654696305822 0.665994568056817 0.6207484814476051 0.5791029883928013 0.5783389618553725 0.8507383599760038 0.32438297200658456 0.4535850370697183 0.22138204686370047 0.6963274057571567 0.5838737938363995 0.6069381918433874 0.3953358662940707 0.5998266121777338 0.5425932760384193 0.5917967621093511 0.7774212942070043 0.6013445541813914 0.29430210081783653 0.4880709919421497 0.3829375561422329 0.5337585758615521 0.4623327831279656 0.3282761353768459 0.5212750489330326 0.049388388386391854 0.6891649661647691 0.20371740217849732 0.34091056985604234 0.6310586695852233 0.7615532397439986 0.7203570821912282 0.7320157625320499 0.3137912867356415 0.34239983005756774 0.3870361230948021 0.8299192307064744 0.7086070354854931 0.29843370368188127 0.41554681430651935 0.6032901796874124 0.521737093472497 0.2781959944134572 0.1421254213337747 0.26253672407485135 0.5170720338223624
21,0.2011488345834636 0.4477337366358388 0.43847829162140256 0.6469315904429914 0.19181709733250799 0.5610530050590923 0.47866840374398506 0.5746477598203477 0.6437003973266576 0.45211249990452196 0.5254136650129339 0.7016989519129638 0.859972727852138 0.6412904835244139 0.6407219111229263 0.7343627715372616 0.2584555480127235 0.5677485097404882 0.5580121670664627 0.7513647875047075 0.38862492806056737 0.4624122844422427 0.610240270758038 0.37388986209537617 0.3518614970982619 0.1988401868302225 0.4965698572103359 0.4361059331365801 0.26610942395470744 0.6645512589532363 0.6887721664945096 0.326905868303227 0.7285673522402644 0.5018307160004085 0.4920944982344094 0.6416793539819136 0.30460015502200544 0.42068806254933205 0.3803002319636097 0.3434733626720248 0.32024644791260537 0.5967613865542267 0.5887897315549144 0.36210525746795 0.7001544039893028 0.6256182221113128 0.24207003956716294 0.28893464471997143 0.4447946748920384 0.6809129191065629 0.5756535496616514 0.48175768589824025 0.42234412194927323 0.6855297936446598 0.5502808691777713 0.5578980518578028 0.14594631850993434
22,0.09276783656072882 0.44773328075885355 0.4384776251173226 0.6094716581539833 0.2356661500403466 0.43522827937620895 0.3335992827096713 0.6871506357049041 0.5907368150634469 0.8719998141517478 0.41070354509179324 0.264712457814511 0.21830163561874966 0.4451729770306378 0.7277492625069296 0.8363353481439039 0.25790752504935477 0.3294255733365152 0.8238655783920125 0.8099281630762409 0.15980206154174867 0.5954588089415043 0.4234186757435128 0.977335196497268 0.6715005868636136 0.333670515651901 0.38209506550280814 0.7421431228551197 0.3632226112190818 0.6411917419729931 0.29494226404245993 0.4692957733323848 0.22450691453046534 0.054813090007024313 0.42881599956131866 0.3616011810109851 0.22587092321513494 0.45438858980493746 0.19493170962918682 0.32762668518453875 0.7185088868961504 0.21300115972388467 0.6870797652344733 0.3085872683884825 0.24537844663686637 0.6276935593116046 0.6173949438561007 0.713354148873707 0.7327945085288725 0.32432483731951417 0.059117740457330877 0.8651608080929237 0.31831214597025 0.38717236022498686 0.40919034445188424 0.8855316867393037 0.7727228053861431
23,0.12568874840310684 0.44773373441860964 0.4384782895027486 0.5720503518972094 0.5641198318711551 0.6182508915652427 0.6013647786075769 0.24905437912480477 0.4949598619290578 0.3551367960357888 0.9116510278854196 0.4101850851536988 0.6522307558427102 0.6413877615810887 0.6001544974723991 0.40592510462598275 0.43543480081701486 0.3744151835116349 0.2596950832170916 0.45001948829717947 0.7132418650743487 0.2945463171583534 0.6361723878401637 0.47156558225234224 0.284966060622444 0.0971146097462519 0.5395713015986044 0.7675402845342542 0.6076924292724395 0.4677392474415156 0.4860483665060022 0.4337584940575855 0.5026050699836625 0.3331713743260272 0.6755610279571694 0.5247504903703226 0.22785838300460592 0.25266814755722133 0.6500326071323388 0.7469253861750372 0.8253648915390004 0.290429447048697 0.3810848419922197 0.20835783917619055 0.16972456344787393 0.7540375285475648 0.8818438699548423 0.180936942781539 0.2985594038536632 0.3199034084056452 0.7568627515530607 0.35998557633765327 0.6049684658467754 0.6994385549684166 0.42134349427452794 0.6711009954907632 0.5869109262286109
24,0.10668411059332045 0.44773372402383066 0.4384782839974274 0.2509113382485281 0.2793084559747849 0.49143493434787155 0.14627997597806486 0.3457103412723708 0.1297914884380303 0.4758082985434447 0.840352244832173 0.5278391293420909 0.5813295988115226 0.7404312776722909 0.5971010738505625 0.5734604160404282 0.6015458899857712 0.7200598933774556 0.6711532764797266 0.2678322918984212 0.6458414986063108 0.5475328378842557 0.3585440429635921 0.440609439178656 0.4280129425981509 0.16136368407103344 0.6317102637411337 0.343551545150855 0.2627851059716413 0.6913926682191628 0.4084776813622545 0.6978239603946292 0.6432379192664117 0.3043469545116105 0.27857567313553866 0.45373060030925255 0.6989005322131479 0.8436756269533027 0.7372053648407643 0.3760592856823979 0.6607442887395851 0.1489116437419209 0.3394585577284466 0.4814011188717983 0.27433705143818965 0.45834518804330704 0.09388924878802588 0.4333040264169977 0.7667253384726551 0.7582902829855634 0.3319717141583665 0.26179834468792534 0.6550237460407414 0.6808896553113958 0.7746603865270075 0.8885555475613587 0.6530187178986854
25,0.03546222694399087 0.4477337263287996 0.4384782519640146 0.7658216215265556 0.3970493900322958 0.6469364119582768 0.8731405559102354 0.2023501398727956 0.28905919911355094 0.2514515279646464 0.44158651062289433 0.18976944285480143 0.14741361349301452 0.46003758857711596 0.44431946303819564 0.8556443764770973 0.1351162885532574 0.14038691151410998 0.25669306087845045 0.36965516171425516 0.15113361351401036 0.4134408252683532 0.30725630163171197 0.25103790310764007 0.36514251286454125 0.5607679852226607 0.6640058560772382 0.8440427753537704 0.6767517977750411 0.6218489058215053 0.816572466944548 0.6094722193911999 0.5502341684605278 0.39228704414178195 0.24372034979257687 0.7515746655875475 0.18350399915851665 0.6402437236719745 0.6406824046287777 0.46602812739184934 0.44696246915898336 0.8267258185036938 0.6749944426708246 0.628073598033196 0.57173686575282 0.6237190415034704 0.5140038947614529 0.7109347881607149 0.46290896727988795 0.9752884047237235 0.8058462453078485 0.14308487069434808 0.6856229403572152 0.7129302854725004 0.8347526427872831 0.40172995622107127 0.6209591457382893
