,Result
11,0.3066212844591539 0.44773373727592053 0.4384782937884819 0.43816669301200895 0.6040539425240296 0.4968718664359519 0.6819347241919517 0.5007523486127928 0.5973592335464747 0.6125791733324466 0.33441901238784066 0.5033319836306878 0.35229217032362653 0.5922052285419293 0.4320280551078664 0.37736275670537145 0.5867190783617201 0.367080377902853 0.604851276936361 0.5573382331205776 0.7124188581565055 0.8145516416942551 0.33322310001635164 0.5539926348213915 0.3816817878887302 0.4128847589614238 0.44887971574389773 0.5842140075705348 0.2534891111196494 0.7659877881791388 0.5974370710999349 0.5701520108526192 0.42914093012828014 0.6521960943918006 0.3606990047221307 0.6788875172056082 0.5364191026257547 0.5947308624596175 0.5295682922910927 0.5033543553200613 0.4838322530370943 0.19183695356961245 0.30416225177780065 0.5249787315536192 0.6886292959278694 0.4524910108260502 0.39157295622121413 0.5500849655367795 0.4993198379524666 0.41018825850306073 0.39791915917564763 0.36882385508533044 0.6734626565077587 0.6166775877079775 0.3403391583865019 0.5010624951751862 0.6078340149367386
12,0.15714279690934452 0.4477337357637465 0.4384782896665475 0.5743600051425563 0.6454471670870717 0.4899786503683202 0.5237617799721584 0.3695418881933684 0.41203714245048084 0.49124266363804736 0.5293086318870176 0.5294033711506397 0.4586155422811043 0.5784974099233257 0.6347741030420841 0.6528356893654353 0.48120192992368976 0.44621509111962826 0.4566121890447309 0.49841947556299937 0.36910783615809273 0.4237861540910742 0.5795165715675649 0.3890580305451441 0.4025900854532403 0.4594556731468597 0.3761557179261132 0.41989549783489605 0.4729458100851208 0.6392238717426197 0.7478501546730891 0.6792975558998738 0.6242293922404342 0.5636313587354687 0.4226151978848731 0.38375570033260437 0.4501419301856552 0.3664511458433257 0.3960913308713161 0.5493841374911478 0.6265549197117859 0.5451596309002725 0.7495921397251054 0.47082857828891966 0.5776553324404352 0.38448676655324265 0.6099848436655194 0.7161328602481183 0.40146689884190545 0.4922388264089191 0.5462597957390141 0.3863399963486232 0.6287969652108935 0.49631006945522843 0.4427972026326424 0.37608241779179524 0.7229249756788418
13,0.15286138044095224 0.44773373689342594 0.43847829007858763 0.3542619002013699 0.470740418152519 0.5325483863318163 0.4426571405079469 0.41792469497911056 0.5943774545170617 0.5501117764832348 0.31305578423699365 0.7444642526070814 0.5404244955851634 0.5862087987763284 0.3357984859804293 0.46652607471804025 0.6132194971588555 0.7016113616356259 0.47708162893273987 0.3341383197951257 0.5125516033699207 0.44594554077287707 0.3938144374257711 0.25532389516102716 0.6066398984126261 0.44849993706046 0.6733095168221288 0.47515905156768057 0.29630575657461705 0.4069013001420178 0.5039055738156167 0.42234377233173276 0.19813322922355409 0.3350321664635253 0.5189950847489233 0.3331264359368488 0.6105943899668027 0.6560095255279051 0.4981498484655589 0.5427658896803743 0.4600421224408402 0.6064185704188235 0.6460433383269861 0.17353829113489072 0.511098430978274 0.5009421045778951 0.4206505597267563 0.28625760200792716 0.5575140055070857 0.546440970740746 0.46369288547008364 0.546132780402726 0.5392945568083102 0.5217203192083096 0.3254010400482081 0.3118704596470176 0.7308079346534827
14,0.2583901478849609 0.4477337350989742 0.4384782904643461 0.44299517219239826 0.42307699096078877 0.3993581793900367 0.40014832243143755 0.3942824532752308 0.490520932657824 0.36346462437385724 0.5779976481665451 0.46099608370870393 0.4529967093527798 0.39195112368627344 0.4888588642046506 0.5127159343344014 0.440367391816929 0.5761778528552058 0.543396173367598 0.43910330956731847 0.5699189614901135 0.5745756250214671 0.37693943223131576 0.373576817303242 0.25475562918825506 0.354485438807568 0.5485440464505044 0.6905163087268336 0.4687116320846205 0.4777235879772094 0.4687806725611209 0.4791204362151929 0.5538253503064591 0.5251984913245663 0.389142898685032 0.5434056562810228 0.532231311694968 0.5167719523734462 0.5456079753137676 0.6036716486796228 0.6138532794407758 0.5202970496720203 0.535920140761519 0.446832012770815 0.3787333171201056 0.6194462089083773 0.4149376872602654 0.5585984098060982 0.4156221977697354 0.4581536519464464 0.5764670588148496 0.4816897951776542 0.4246873905044783 0.3973237376810597 0.29263023509138575 0.40580776309331684 0.4274785155483792
15,0.16238358926978672 0.44773373504692715 0.4384782914226107 0.736762302537963 0.5312228000046537 0.4928652136374384 0.3939685529090818 0.7297639310986651 0.6849732523571505 0.472610855839835 0.6676223506798639 0.481040189277406 0.3108146582605983 0.6214018615892793 0.4418039079503988 0.2145032898741754 0.7364763176783462 0.24498596577785148 0.2626861625340807 0.22513278355829125 0.6513472405143342 0.6904804898117974 0.5538483763570955 0.5795666694767204 0.32047634656079205 0.4613325084731297 0.3904829325175851 0.38546139618719705 0.6581213589215129 0.502694514107705 0.456297568475932 0.37838776046763095 0.19434439256513547 0.557965395885694 0.5704462947223141 0.2629808094221463 0.39795408261814097 0.4849815299750946 0.2536309183078297 0.47917067183263495 0.63132900011494 0.3159665103906343 0.5863983557419659 0.44768960803160535 0.4932565036729668 0.7001508250893387 0.47973607427381815 0.4520125819648207 0.2515530742477355 0.5451072173150502 0.5217864260943186 0.45048915223601416 0.5743235919509867 0.29925323853259417 0.3590495595311207 0.43752167223919014 0.7341283268705673
16,0.2694675792905374 0.4477337350429067 0.43847829066689054 0.7082879093831764 0.4940831369768657 0.4910283167874098 0.34806923843105103 0.3258842493375174 0.7213780608094048 0.6349100073090655 0.26771347565780274 0.29199409284828354 0.4868429575562399 0.3575555365528295 0.52747370208534 0.6625445709933674 0.47850715036700203 0.48311589630843316 0.5211154741905244 0.4143011934055428 0.6129544813184133 0.2387240145223645 0.6098899380010718 0.29311000154180694 0.46457835261946456 0.36961208094577225 0.38815684440088233 0.384318046082506 0.3662395737933801 0.7571907462184656 0.40710054534133755 0.37061964759010857 0.5017931782700533 0.3665174090764394 0.32661811557990805 0.5584480014042746 0.6801636673177179 0.4703871214080489 0.5389115747256379 0.5412631616607293 0.2935931666836264 0.5066160356281771 0.4800804831427605 0.6896691680612733 0.5426146775183041 0.4828101392366133 0.7150034725662675 0.6429973432725566 0.5074879074098153 0.7890835505475849 0.4365665675034125 0.479105607496633 0.7724856091732476 0.6566148511008768 0.6853023586809434 0.6178631050166592 0.4957455227029813
17,0.2570692441715927 0.44773373435062025 0.4384782896802879 0.5822663954466216 0.31781235729512025 0.36382741541839364 0.3384134565684169 0.5415538389083385 0.35754857536235873 0.26125555747969287 0.5693380778823852 0.5766110792553005 0.42557083862968487 0.6420608153746554 0.42343315264707365 0.5799780632198102 0.34170423818231555 0.4874676277737379 0.49387629483933526 0.4190609444723591 0.5465256551254258 0.6237173497839013 0.5337286264986174 0.6186982949240424 0.6083052522188681 0.48581850057442355 0.45972224313211607 0.4079129941965575 0.4527893845895725 0.4878755041238901 0.6125058516927717 0.4043959211902142 0.6413728249747379 0.49572423269364 0.48919618821830196 0.5828928685299626 0.5123550934405319 0.4153767362510521 0.513190782129768 0.5190709517659579 0.44255313622370546 0.4676535199911006 0.6535653350802066 0.7485761172516032 0.502698941109754 0.503460913098253 0.36340276843567026 0.6625990300480801 0.5613072006713165 0.6183276831471128 0.3650382250338866 0.6149652587205137 0.4256302254255271 0.724781246944086 0.5053313004888478 0.6906389455326276 0.5825115412887952
18,0.1703547670433334 0.4477337288843729 0.4384782908048506 0.46993168005651864 0.2934045973030941 0.2809711698912025 0.3140425120978903 0.40076916564346104 0.3721375956108877 0.42313306158137626 0.5668612359076732 0.5485845790927254 0.5884083183677737 0.46493517356299785 0.7386624978343294 0.6316663734280498 0.45940502376522224 0.29499126277099336 0.439558836983646 0.5706743690091712 0.5136554670780191 0.5854201738261706 0.4912275585815313 0.497155231140033 0.5363503898608639 0.3991527077265205 0.44588220422764363 0.4606652566615591 0.4671070735247581 0.4478952930817303 0.5005591794907994 0.34619725081478686 0.590362833297282 0.629585045164684 0.6330357919152187 0.3889947533009844 0.3169638184229473 0.7042422961348416 0.3240961382425947 0.567827693954864 0.6640694887393608 0.6951352838068264 0.561855301482061 0.6504389585675282 0.5017454873848312 0.6053508098763513 0.6400141466423954 0.5588507558345304 0.43546437017281336 0.2523057936075965 0.5937848767980208 0.5117495562197536 0.5062150527974446 0.26044461222943804 0.6442216527331958 0.5137451256443186 0.4312328234707539
19,0.15779554215101263 0.4477337358335223 0.4384782937888905 0.42721471918805043 0.6246913439999041 0.7206599966606307 0.3998061864631402 0.4857624386650767 0.6578218765179392 0.6193467474768681 0.3894704907916442 0.5430266822305211 0.5374477850185218 0.3641336730596818 0.43444933391608465 0.42917190672481587 0.7196260711509191 0.1844259227721498 0.46660384533297117 0.36273493222726994 0.34854830927878017 0.49516790506368374 0.584958926172104 0.5807681907649702 0.4632311425619704 0.5526881920030206 0.5740205717021319 0.5959969590181066 0.4012620216499119 0.7359911347998558 0.4365280733255155 0.7693436789858762 0.45706505442180334 0.46762812041157914 0.43869097923454053 0.460993530988676 0.22056890011410477 0.7120448554883714 0.5099503893520009 0.1925827257497601 0.5757125506491104 0.6463826190888732 0.74028507929682 0.5096921092945842 0.5986060251260882 0.578298565654706 0.45086479344449365 0.38536375912251825 0.33481235364594997 0.6816441754316104 0.47100441008501637 0.6202670102872513 0.4988515894198225 0.7464893940249258 0.6050331603047597 0.5207835485690934 0.566800268962838
20,0.26779845252313045 0.44773373384261544 0.4384782912644766 0.671525830997466 0.3714151509898706 0.5737527952441719 0.5375793819091024 0.3554430235629087 0.7624479032700198 0.33214810943608064 0.5381889703537748 0.5485896259423448 0.4918320827750548 0.5270601547678223 0.26382888403003635 0.37881176997422855 0.4015583214721575 0.5283447268440251 0.5840916814786257 0.34897204039992213 0.4040182724356171 0.6871420854003082 0.5891327358164697 0.6312172639841741 0.5583323679949554 0.6707360458056676 0.5949074415005705 0.3652502088118045 0.33445451553159306 0.3656044966216056 0.2866964471055587 0.6424330419689215 0.33093125422455527 0.501472182857414 0.4468030010743115 0.25302373491708824 0.32288138654729476 0.6841016585996472 0.5385837974157008 0.509980834763023 0.7908068473154447 0.7560215436831402 0.494017095383979 0.4627138127194935 0.35516985672189416 0.5079816787655334 0.395688936212102 0.3791792778103015 0.24267777804123233 0.47714407976221596 0.14224068026706388 0.6959698415074446 0.180801120822056 0.3287151116120834 0.6133815017538776 0.37372074265465105 0.41554175362143164
21,0.1810484644259525 0.44773373628474544 0.4384782909825051 0.4308199964206096 0.36129806090224437 0.22863419298155654 0.4623836057527196 0.4300006105460539 0.5352203650566653 0.500269704332935 0.4711741949740887 0.4097951186875668 0.5284527446327169 0.3887076627059861 0.20302421800767403 0.5657054056779226 0.44682339581020153 0.4217157122425462 0.5545387435230171 0.42756619667315177 0.5021227819060364 0.5437713431321998 0.6035353318612882 0.4957033189590659 0.5116498229075203 0.5478939187629867 0.546356794556861 0.7058630621902561 0.4633066904167779 0.404187541049759 0.46427181395537664 0.5183670805231819 0.5363457004328178 0.3947848887841663 0.5775632097453494 0.37919589575397444 0.6016567114748063 0.6348983195810882 0.3956657189268422 0.49439215681841364 0.3231746345931683 0.23507936420083858 0.36403844346191244 0.6094515208143296 0.3682593192937166 0.36764857368651827 0.5045850920761251 0.6612363023089326 0.34491625955658817 0.36500042068579436 0.6588341877783498 0.43014210025555355 0.4927420083957029 0.5297106503423272 0.7066661561241607 0.6702878684442113 0.5706886769056962
22,0.2937515194980475 0.4477337331160316 0.43847828908676323 0.4879085333442231 0.702577357378622 0.42856503228203413 0.7118764636213 0.5002793924047754 0.7644074618891871 0.4321315083656439 0.5083912719532051 0.5033060404279622 0.3785313419556876 0.6861088622713302 0.7008581893038118 0.6109391256688789 0.6534181850923345 0.5469736532812638 0.4567726412968624 0.7407542595209464 0.6742134823312105 0.6427786261173245 0.3645803447054185 0.6917294663568098 0.5938263733508534 0.6005357485565878 0.47718914287827785 0.428251297244861 0.6602858510273983 0.6341980516701303 0.7812146104449129 0.5345670107493316 0.7563482129848855 0.6246464825306163 0.4583864676897175 0.41122429743125927 0.5260498785616707 0.405368949342813 0.30498627762051544 0.6030926897671458 0.6092127663050172 0.7557640875630013 0.4664840230700455 0.26576067298910533 0.17548571861694942 0.487325960859305 0.43736956830574447 0.6290747291448635 0.4416390210586785 0.508227256415989 0.40346122088965075 0.666568697734822 0.5398359894067307 0.5290524184300436 0.6010371313307159 0.4991351132402441 0.48252365848170364
23,0.16334035157290921 0.4477337347993074 0.4384782901572816 0.5471555342717571 0.6449517091953192 0.49712355193566315 0.6171757709437532 0.4063726016868397 0.37941098395200934 0.7365437121918426 0.6115194581984809 0.3940389524317476 0.512733693941478 0.3804990465707172 0.4252777722525449 0.39863818772015325 0.4044744377526053 0.5629994160203112 0.3856281786516402 0.4344169403617592 0.421416702081276 0.475818965882185 0.5575237861019285 0.4143667547658887 0.4469331195964253 0.5196638983381767 0.5177706987436493 0.428663215878237 0.44772297819803175 0.31084454324040467 0.2482681666821121 0.5567406121977048 0.44282632160745816 0.4723437924446696 0.7837567275481431 0.6660603071574723 0.4381322494633353 0.5017978137460537 0.6071927021564937 0.4705451339738207 0.6188545636916033 0.559202036249 0.6057600970352451 0.5553476607728224 0.3869756727430936 0.4166737416527728 0.5613666323205702 0.4323082283396991 0.5098043202141386 0.681366128123353 0.42400833064908094 0.4619118205578313 0.5279931729871337 0.5050890158180013 0.3719585887880703 0.6231795948120644 0.747214808308697
24,0.09630133228981708 0.4477337328456383 0.43847829053276977 0.38330216695790104 0.7133860163834462 0.5551888164208141 0.6103865290275389 0.5240861197006382 0.5648123882452708 0.46736406518912615 0.36714079724890963 0.37164001434513944 0.47463888952360966 0.46465115813432295 0.3449051876827189 0.4939257492574484 0.48068538565531277 0.5540232173221987 0.413263637135766 0.6036611407536122 0.4278404450283978 0.5086097385185439 0.29153918499428 0.5800095682544412 0.3843650050778582 0.4041264004832152 0.4974415517082912 0.6444327224354005 0.4085663736079598 0.29501228375091904 0.40995954555619163 0.30370467324547656 0.4131710729618534 0.6071127606037353 0.4883945257955266 0.5808890946441472 0.528792026433428 0.43788369373834823 0.26469256113497597 0.4254729669824351 0.34467787869739863 0.376235106307002 0.46449111155450457 0.302719489529103 0.5990723595018754 0.3490971541523528 0.4203962811354301 0.5696956498793139 0.5204628634676912 0.5436911754335461 0.6296443468952431 0.4579477699761228 0.38302635764133713 0.6341609984782746 0.2218320886285133 0.6025627738874613 0.5969805617509814
25,0.10005411383918332 0.4477337356245818 0.4384782902893472 0.6259185644148845 0.32623550075973184 0.5062500389227469 0.4021939349859593 0.6020632968047049 0.4796316595433125 0.46995460079349455 0.4673080760519053 0.5042236297718916 0.3740783739612045 0.3044373513089058 0.5627619881721839 0.5465045938923245 0.6915664334048554 0.5024962383871205 0.4680180395673861 0.4844893995504467 0.5765715053528692 0.4523215033728582 0.45367309632293196 0.45040069103910546 0.45773297296162935 0.5956716637850916 0.34179182887456855 0.5531691538143083 0.5283615679754634 0.516641835949844 0.46902899142738386 0.6586221948257842 0.6280602907983638 0.5983630223333376 0.7738669122173026 0.7962824355778871 0.6380926206606742 0.533177630808872 0.4577247186341944 0.4756770073558474 0.5706894987724282 0.43539572074866495 0.4902169793918255 0.6309923566675489 0.5599015751186028 0.6098446025784308 0.6477240300444207 0.5049953389943302 0.4739935205128093 0.4022822546724755 0.46404938068371904 0.4900452588607084 0.6410572653908564 0.6864520942897666 0.37967277188814685 0.536050278921226 0.39908319293106975
