,Result
11,0.15534090255353944 0.4477337353627614 0.4384782907821119 0.5672878147911388 0.31871793506362545 0.44785816145321544 0.41924443101819775 0.377902915789184 0.42302302927589086 0.3987111847330004 0.39945316708197437 0.5973088194651929 0.526337161876044 0.32517999239301176 0.30080752151311985 0.5523054229230513 0.4041361121826462 0.5596134964987731 0.5208313854216926 0.39271598556593174 0.3091086580668106 0.5084844453236163 0.6901554897276543 0.5345495290831462 0.508582669630442 0.49510721981043204 0.43556042357544006 0.5331563458361493 0.48985203325066723 0.5988557595009273 0.4380353051686037 0.5635574447176934 0.6596469633510935 0.5740365717761542 0.5968385769656177 0.5401548410240197 0.44276724276952245 0.4932596627912836 0.4167499145962958 0.4584600295664399 0.6399590650106127 0.46948887475876355 0.5946784752630911 0.41914806929932047 0.573047334080951 0.5076717423094188 0.23272738726904266 0.641714364554847 0.5494506728228714 0.44130007428290197 0.5461875851751469 0.43860601841868635 0.5958368146184397 0.3507697673849123 0.5578672379170183 0.6993362141150797 0.6504136473072739
12,0.23832967798512114 0.4477337363149159 0.43847829072868183 0.5499979373233326 0.399934405575693 0.3014122591586485 0.46541916232528335 0.5092016673669374 0.6813359084385234 0.3672443345414346 0.38496722313234627 0.413566937605413 0.3893767778701197 0.4831397162144299 0.36480761457440336 0.5878581261717687 0.4061912207305113 0.5496494607139879 0.4915457515017288 0.6572023248343988 0.5319057575643745 0.6055500108461314 0.5162524849545292 0.49043367545983824 0.6838941015645355 0.5155176522883366 0.6100175099384535 0.28557778046088755 0.46260357054628337 0.5786045085501172 0.5399780805346636 0.5567804222005648 0.34964364698720907 0.4513569245615529 0.5466817174043921 0.43335525696967797 0.40235434457087027 0.4481039564860381 0.6505650809775482 0.5034309405857902 0.4193538065129299 0.4553853230516431 0.5723320906021526 0.5888519945792173 0.5615576710458267 0.5184812187275184 0.31591359269833336 0.4192490468532857 0.4996015625545419 0.5588211045435202 0.4679318681767013 0.5283062104722788 0.41975677187736327 0.474212651394332 0.5273495188134959 0.4436858597131001 0.5324132072969638
13,0.14567428371540794 0.44773373549026274 0.4384782907089805 0.45852415049318873 0.5563684851403078 0.3052290270978587 0.4574662162016309 0.37240384290046175 0.6269637929894163 0.4424148636297474 0.7404521056038572 0.4308823030528215 0.3907664585806207 0.6583009013509632 0.39710964564888035 0.49256801217854357 0.6954756792333471 0.6664770217533256 0.6540466972752933 0.6193650874518353 0.4365698449613056 0.5772174839807023 0.518850272024503 0.3666020051175327 0.3994490981350603 0.5220665997820322 0.4078884000342758 0.4902200385095855 0.4529539277016076 0.41622648053663536 0.625140026776823 0.40948532705350915 0.5162435666413104 0.5853315178113957 0.5123798556160913 0.49093925619844364 0.7296166875405611 0.7078389400727503 0.6905998058529775 0.5130782139815002 0.4468882436728956 0.5057558848682626 0.5292469285181713 0.5124305102197587 0.5326022219961161 0.42908289793751053 0.4579661120390725 0.564561383520148 0.45311752015288664 0.4066992480049932 0.48233507985305235 0.499975656350406 0.36663726495295873 0.3646901546091281 0.41731303760206434 0.46266160207183704 0.5199637354399718
14,0.24847313137624746 0.4477337364818024 0.4384782914234635 0.567685120207009 0.5473413267549335 0.6038696100942444 0.6214712404384762 0.44894783469818866 0.5134683688601657 0.604451200601854 0.5492371474465362 0.6195115563938788 0.5588102749704924 0.4462086238598022 0.3426912580782922 0.400051679841896 0.4967407782877632 0.3684038267525964 0.5763639932108618 0.5220147453944957 0.605391841377817 0.5124923929704464 0.47331004623724837 0.4987198351850367 0.3654239387242132 0.43823738417312796 0.4918004510811244 0.5941070061868128 0.43078389908910786 0.4485395775385169 0.6182584489502928 0.44978249233323836 0.5911634648623572 0.5919617788824462 0.42181687218899866 0.599086216470503 0.30764763235046644 0.38227910033849427 0.2409240602613845 0.5781075361763088 0.6223938218755256 0.6488716103816671 0.44199322240702277 0.6285516537870639 0.655355032840875 0.4436138740415498 0.3816312992837766 0.4171358259237871 0.4804226937284334 0.6179308363704109 0.6130525970647573 0.573832677888792 0.45241451943244415 0.7414105632083378 0.5636113865953762 0.4544130487335467 0.6513680615916568
15,0.21709379548871996 0.4477337363327896 0.4384782909889636 0.5124784154898855 0.49026884590256903 0.4840116999203409 0.6043961744781232 0.5638650104199127 0.6448527266286762 0.49091388478480696 0.5883225506650224 0.47395877124822133 0.5778849363423602 0.633193732037461 0.45404258352073934 0.6246564017206907 0.2112236923209244 0.5858065161265824 0.3613692021248345 0.3382477698202885 0.5432924563334689 0.4337295776512165 0.4624070158747806 0.48306460315407845 0.3507919171839829 0.3772487239333396 0.37099095067430665 0.39122528821459224 0.5671440765003788 0.5848939626921136 0.588426655281488 0.4917204278774196 0.2791514619681077 0.730466378661076 0.4369854167940582 0.34927785463938166 0.4099424461130686 0.5212003512543267 0.4774485106364386 0.6884414592996199 0.5330500730443654 0.4354254762076199 0.5156419103118024 0.5505410864046179 0.5165532785744839 0.530324180705524 0.3519266941480448 0.6426358977798013 0.6775535798925795 0.5409224948850531 0.4305934296333223 0.39861072996577895 0.5789543994259455 0.5041164910364524 0.5882390523348857 0.5053792417807181 0.4059794598619471
16,0.1636187295183081 0.4477337372914995 0.4384782922148083 0.3855296066304088 0.4812027738587321 0.5969312220746461 0.3313368141998968 0.44619397858906235 0.37897460830640095 0.5279032261676425 0.542436565722397 0.589814307502914 0.44623018837825534 0.6257653261434216 0.4773721813040709 0.5213946832157307 0.331063452685403 0.49195269599093183 0.5822106995735435 0.754509545502404 0.5854084810612489 0.4983069623977136 0.4342515061443307 0.2964554283772972 0.5716286127571779 0.426513537844223 0.5217484088082802 0.5911088231935093 0.531373452150161 0.46959700040705854 0.4447445229526491 0.717198202542748 0.47031240373067257 0.3896143433758977 0.36837327175595447 0.5655527747420525 0.6013542668034649 0.6683982914059646 0.4458521546271572 0.444915464764159 0.5455050820515732 0.2704439155715932 0.6058878839161981 0.4399887969613957 0.6201578032146239 0.3491745059141082 0.5986704799506563 0.608946516099297 0.6035032973837762 0.6927017988595174 0.4009081168082616 0.5173306193312932 0.5075441250400176 0.3272601259299279 0.5267894585925408 0.5412758730354958 0.408177270379794
17,0.17722865088693085 0.4477337352825137 0.4384782909221598 0.3363030789855809 0.4061579245630803 0.32721694785255284 0.4707334438418779 0.6337690555530824 0.577843396285433 0.46718427422385844 0.5769305996945218 0.5528029476933249 0.46945459374368836 0.3875259945660965 0.39240646314623395 0.6930973354632627 0.4939883170499793 0.4715361194043018 0.3476221828550704 0.5366207448950467 0.6631681613365125 0.523079409664531 0.5434114919277226 0.38479684819381416 0.4263734529309117 0.4802292124406875 0.5048498246256989 0.4586164531634206 0.6679055313272727 0.7079289555137857 0.46151503855221954 0.4376801372900445 0.6977019196102923 0.43883920756684996 0.5476989450337509 0.6073005486973448 0.5774133857274131 0.38948754836832444 0.535284245588141 0.3668487070055748 0.610219510366016 0.6180302294506923 0.510562875085168 0.45219512414963636 0.58813736076969 0.4508878075399488 0.403785088778977 0.7009884496329658 0.4486469133432596 0.45758116611629 0.577247008867087 0.6048656597534968 0.5467208380110087 0.42900543802538593 0.4291246342390669 0.6144004857161929 0.47034183749760705
18,0.18878780497402264 0.4477337341093381 0.43847829047955356 0.6085527769316854 0.46269536669649414 0.6253546355793264 0.5429450054556794 0.6248516513130895 0.3701875753505114 0.4102832355598567 0.4238539666799706 0.5931381988473102 0.4459316829068658 0.6233741818794155 0.5733984707602052 0.5413102847267165 0.4342356092497796 0.6749961078097474 0.6426407844899087 0.3812683872966324 0.6112885575907412 0.6068117358511741 0.5068208545368958 0.61240354217424 0.27536622369777414 0.4113463987981558 0.4654709237493606 0.5046127098965983 0.44447339214945 0.4795504333019649 0.5379533925102546 0.6466200007581087 0.5282232066632261 0.5182113448001736 0.43573848261644055 0.5957423750090218 0.52737204515802 0.4955670011901292 0.6684310907472708 0.3808879199185619 0.6052221065300664 0.43650779844924464 0.5425383948111513 0.40860108566111547 0.3296472490321014 0.5381246666921038 0.5933951588894475 0.644890124681555 0.6040030256258861 0.45872144025850325 0.6214930445221644 0.3813443281739972 0.4175695559942096 0.6035620797564492 0.3727370424143555 0.5953378706367242 0.4167303163968666
19,0.15695385576274173 0.4477337382327485 0.4384782923812363 0.6737021292783427 0.377136152965887 0.43630830127869885 0.42748963254037153 0.4327124617720845 0.6905429028442235 0.23185202353310344 0.5303872650699487 0.3950090564493169 0.4989285580723171 0.6262486989318307 0.3355221657380128 0.3746258409601589 0.46565333528978314 0.3432671117979787 0.4721928422400616 0.5675363530265172 0.4286513981456025 0.5741362751703458 0.5484562047972561 0.5360484593345888 0.519405287521076 0.4648956508367473 0.5302701977215578 0.6508667299874324 0.5536958164034333 0.6360345770069737 0.4606530390375734 0.5292421527929023 0.6717040963689825 0.35283305287008565 0.5595859068168799 0.6946016288474253 0.45519883643300335 0.43769553670615213 0.7007878298219383 0.41532167994797314 0.575562058581853 0.39715873269688273 0.3789427339807234 0.5795705713810225 0.4692242726165497 0.609571964323677 0.36385234898568297 0.4664485418931258 0.40038560553615415 0.24103848229140953 0.3659293235002916 0.4884240894812056 0.6414237418585325 0.6185232821089823 0.6407968035223414 0.5743829199244472 0.31740398171250256
20,0.1409279658721054 0.4477337363892079 0.438478290248287 0.43874065561348585 0.4546757006324404 0.3543920049408182 0.558456710311104 0.5512533216626949 0.5780883645362083 0.404701667684104 0.6580751383392535 0.6216586451260803 0.5491566606989039 0.42098055493231845 0.6278197122069007 0.5665323361188241 0.43416452844692033 0.3908411584186825 0.6338423234441316 0.43663648523183296 0.3812692808172348 0.5423287852256603 0.46111892771961926 0.38055900293328343 0.4785893210340518 0.6145264675353587 0.7665689977142307 0.46850595716425947 0.37086339919616973 0.32455078586682184 0.5152689967326878 0.46628185750026524 0.44394715983292504 0.27325808915313804 0.6500907942260611 0.39767825390664124 0.6975490121314157 0.3859994310910585 0.7670236487887323 0.48783137163702106 0.5219110249316864 0.5030575125320111 0.33895182002893054 0.42944660475959634 0.5155139515963172 0.28535688184379737 0.5269507591628844 0.5717814585365767 0.5822668964014979 0.5171255395792935 0.5648992017526765 0.4253153421621421 0.49700182457985614 0.6413713323308872 0.4529072952126595 0.5616445242998802 0.5477272844542765
21,0.15172699989574723 0.447733734838127 0.43847829217968404 0.6391263905668829 0.5569987845778104 0.4411412484457672 0.4844366998371138 0.5019546789500349 0.535096967854778 0.5934522063371814 0.3394788863125839 0.6636739714179374 0.5407765199786267 0.6189146597165964 0.6039108454573351 0.6141220749978722 0.40758688847055097 0.41958437798336246 0.551642145568096 0.7110615151409949 0.6264858917211227 0.3744668344994324 0.5546670908303393 0.606654208798115 0.43241447855447906 0.32683036854283903 0.535580481515976 0.602520892118401 0.5891128925504819 0.5515634598175478 0.3995707882637507 0.5414931260608696 0.5929283695437817 0.6067958249155753 0.3923558826727565 0.4128077309066355 0.44100260431237065 0.5196332922581969 0.44070383887429043 0.5374318084252504 0.6110706507371698 0.5038302804546941 0.6933112343058314 0.3443774677027668 0.5955753530174704 0.47269110489613864 0.25185425882904894 0.6824627834831516 0.4122282921840315 0.41581053090028025 0.6145581936617661 0.536121336637264 0.6493814796062054 0.4419926683014519 0.6656711896718559 0.347348758834303 0.38596832501886075
22,0.23262704529873046 0.44773373376496395 0.4384782904381823 0.607929531990544 0.3932586116827711 0.4195604864314375 0.6691263869079983 0.3650980222001031 0.512005630564997 0.6896445197398553 0.60461781923446 0.7229251510868324 0.4212908403145072 0.4685242886180374 0.4001245771172238 0.38733678434350494 0.3645191092982838 0.5264130804603235 0.41982207579002 0.46186525535522027 0.3611414896197828 0.4756637061947191 0.5668678992311572 0.4004920228758852 0.5816365546661583 0.6416197185511697 0.4125443837262256 0.3834149890687454 0.45745159099057137 0.46700648179598925 0.30499420011460815 0.5450224817114648 0.7066305230164845 0.6202158926647046 0.46101352037188836 0.4599994349076236 0.569213095502024 0.620754221184755 0.476342467865994 0.3865604144484479 0.38091844987833245 0.5452358920944246 0.555467302736139 0.4173190403653896 0.631244712408384 0.6340319872303597 0.40398534275775394 0.6951030293790477 0.56942041666734 0.4351655194481674 0.5941694939392871 0.43020407534006955 0.5917241433506275 0.5901024552882705 0.37217319498291285 0.49866547628616253 0.6028287053130204
23,0.18485157406358094 0.4477337360362771 0.4384782904670126 0.6117809021576163 0.47910382732640955 0.3801801873428811 0.3996449634040137 0.341919503125161 0.7189400657789372 0.2973637710424838 0.6919170001649488 0.47331541396495397 0.290689415402513 0.482215748090508 0.23777831786562156 0.41199433176800654 0.6674892660177262 0.5047132648436676 0.6884093380857275 0.5156825435072423 0.6660703199420553 0.5215091788909654 0.4912949561936929 0.4283926470614666 0.5859550769846757 0.3062371011242675 0.44939561686680135 0.317267153801374 0.5515097573488077 0.5701287328338519 0.6170685721948131 0.2571478544970012 0.4591805086109575 0.33312808393553844 0.6735074152954484 0.3376194019848851 0.49964301617859197 0.5938276806877532 0.5608985307448089 0.38658895991405434 0.5922645874641272 0.5649131687903293 0.5692615726626704 0.5583279360414252 0.39889562314834515 0.3844430874985175 0.6166977130080489 0.5017604181114113 0.4336291708136062 0.3887145058940771 0.42845111010742293 0.5141837877214979 0.5161349012715409 0.39970205771334755 0.595039990170045 0.494269851665127 0.45669483986053905
24,0.1597930446345903 0.4477337368213759 0.43847829009561445 0.7063251812387005 0.2977696636497344 0.20300013239876602 0.5675799754996692 0.6266917404965962 0.6750014167690969 0.3978484340222018 0.411386695964682 0.4978811548527693 0.4130493038293528 0.43638422496066875 0.5305451695490525 0.2666458040847996 0.6184119418235511 0.6461319635362573 0.29301675254449133 0.6161176435781117 0.4405373712919406 0.6906462335991617 0.5471041583877732 0.5364302353857952 0.5768171294126119 0.6238973227833421 0.6176275753970852 0.4978112879156126 0.5730822690585452 0.4476951440944618 0.5325405678991375 0.46031983370453894 0.55916941271332 0.45038592113880377 0.5903840676267432 0.5515884803336737 0.5889250231648382 0.616367486772071 0.719562385646862 0.5090330331317608 0.3927143131274886 0.5466688144479832 0.46582496744400387 0.37974193145541535 0.5853653736668317 0.5056503195202682 0.6703208573101699 0.4385783786463635 0.419166701627281 0.6488388661611189 0.6407607095400039 0.5168159491042268 0.3871996431847374 0.5245848494088058 0.3755013147006904 0.6909747325331919 0.487481820562653
25,0.18573185030362271 0.4477337355418223 0.43847829087478424 0.5040330811980294 0.45789986307422575 0.4528495097368013 0.4433133275964539 0.46777632201869246 0.6731050393168331 0.6073806264227486 0.4755944926159079 0.3692329572473168 0.534361218945213 0.5578630657621819 0.5528737530065474 0.462135243954074 0.5585905993624836 0.7321250182570684 0.5250966286439259 0.5641017746741623 0.4154926761276338 0.3873278065284787 0.4441368855957474 0.18908095980470868 0.43888423129181453 0.5106055104875818 0.3590939924001169 0.3716791742315392 0.5558460847329765 0.4163533976605992 0.6535759663287286 0.4801621617833274 0.5301072459020745 0.6148786432934927 0.3995387793814375 0.5748966146929653 0.43227613874298476 0.6585699162377795 0.48596642399307416 0.5819709768804161 0.521378430505252 0.6391692625836081 0.5888126298280647 0.5152891087330942 0.4779598037437762 0.393046853412023 0.4609782843712234 0.4647852532931277 0.527720978533282 0.4768951816951784 0.5891711697269933 0.5080732662021038 0.41750215024167403 0.3535195060589912 0.6568430520108617 0.6593315700208161 0.5439815439454544
