,Result
11,0.08938552133737847 0.4477337344975314 0.43847829053619736 0.7897463261919089 0.6818777358360284 0.6030230861929875 0.7017350024348574 0.3025017076071342 0.1323757991760835 0.7617762268060535 0.7633768285812098 0.6916763576718143 0.3944722809401103 0.19181460590276994 0.614393360171025 0.8424684017807191 0.8404068396296032 0.7291740692577465 0.3212472450221092 0.801922971112087 0.45798753300619477 0.12477416115278407 0.7929237733618243 0.3950946282414972 0.2808134891555328 0.1908967778100372 0.4364067907187553 0.7842725808228455 0.4290308110423275 0.2772424646778853 0.8248994957856305 0.7836209037757286 0.5463387651996585 0.40914973878199845 0.40378154493298346 0.686814576657819 0.20470219567686562 0.3411595168405351 0.3036699542155055 0.39171952514439756 0.716038697057763 0.3889141877839315 0.46729734842644366 0.2278863805037573 0.6700314992204871 0.5195500663881103 0.8324328928650435 0.7565477589033479 0.7586417738738661 0.7379130975305821 0.340030503450429 0.4620975522691442 0.32587145292216835 0.5481363422114883 0.36783584193387003 0.6368268188499386 0.4295614917433802
12,0.15990225716451534 0.44773373699097896 0.43847829218315 0.3054546659156315 0.8818045398630198 0.48527403544440667 0.2457971403213779 0.5786859573045374 0.49197054170381554 0.6073176285170233 0.383285356299011 0.6896755888707787 0.4956245248687539 0.432026761367706 0.5021213388642731 0.5032929636688526 0.2829619336850173 0.6991403216571994 0.4451234005585085 0.8348457776834466 0.6573740169551526 0.6462837099142088 0.5779061698791378 0.2075659656964921 0.5337229335723845 0.36688260138767287 0.5017154753216615 0.6327492579829391 0.3612990366101431 0.16909614449909702 0.5137488895174492 0.5171902658414244 0.4401564686849883 0.37012327691839014 0.34522369046945667 0.5081005355694712 0.7456877434196424 0.26619369677454446 0.4296383456756005 0.6269392936498375 0.3518196679998695 0.6964576217264538 0.6888884329753409 0.42403056099708897 0.4909136661834051 0.39820780593734567 0.4905192485269546 0.567977956056674 0.7096145161200573 0.6547814097585226 0.4389706332464097 0.27062578775273244 0.6621545583250653 0.5783532739212933 0.5820635191355872 0.3520235729674094 0.5874554440273416
13,0.16948175383949957 0.4477337364516506 0.43847829149216555 0.5151339956555611 0.608503861455839 0.4893178800839767 0.7807064111136245 0.35151069763059567 0.4711110592374533 0.5193195739484532 0.5431024060639112 0.43105120928966 0.3961750521062108 0.5441851947804749 0.3495775286948896 0.5753110395266728 0.35433658470797874 0.648850479314616 0.8142902823423878 0.7612517200644294 0.42130607564617417 0.1757836813666455 0.5578847696316706 0.48600599043818554 0.40052487316878227 0.3182753404962891 0.4486514564731959 0.5692783649447005 0.6937917419760751 0.437106784978759 1.0216899779444277 0.6030151373176983 0.6132786263962047 0.14818149712317494 0.5331510605135896 0.44538754475454784 0.16468024320974695 0.521525276727701 0.3844305946634473 0.7786039778851356 0.5798360627351817 0.549774857410934 0.5964356221198391 0.4399589500856387 0.6726026972917175 0.5120937819262782 0.19116173673618503 0.41174137208120565 0.3303420204619584 0.6004244111011359 0.5893267732212414 0.16562279893658896 0.37078616442021406 0.5800901162194114 0.36017307216277533 0.7273268497632583 0.6514519368381061
14,0.1874343154002412 0.4477337350037196 0.43847829078733525 0.4247771256277467 0.3853344608607416 0.598003037859522 0.5706072696829877 0.6169417590236912 0.6057392153099967 0.3293359271717611 0.5740186482864054 0.3580500085743561 0.6636140869652686 0.6845658866801956 0.5211268082118345 0.6806149382350644 0.738423406975543 0.2871779929964014 0.2677551210447043 0.36416621352353873 0.380441692033619 0.36021206635655206 0.6695732956591002 0.626834651033173 0.42175865464545376 0.3688574936741032 0.5830123863393731 0.3894400841685971 0.580352110200809 0.2865500877839011 0.4495113040394861 0.40776477257259885 0.40944312042399 0.4680998350983035 0.34020239883405967 0.4858007785952213 0.5512485047997479 0.5308329301319493 0.32498129156460487 0.4505762252376606 0.40885214265288816 0.6107092707565256 0.3310277614990302 0.41371828938169686 0.52018602413119 0.6158460187653415 0.609536658791919 0.4056937980833452 0.48508737170961075 0.5458391157154626 0.5264638815953647 0.46879908165160067 0.5822618726728398 0.4821867838998635 0.6107821832303284 0.5159914675825884 0.4300138841224571
15,0.07262298593772164 0.44773373807783495 0.43847829066576455 0.4023555728402476 0.37339608327189444 0.34722403281845793 0.35846978371292093 0.49621915143236167 0.37845067030832413 0.734575904450502 0.23872489927531906 0.6180687279884993 0.5059686256993668 0.30630711758870505 0.5286140105540044 0.26391227209562107 0.5209371193411845 0.6685989277596727 0.6087009076018128 0.7217922583730046 0.3581684780704334 0.5322271272196977 0.7733106599847756 0.48975105371191885 0.36292316980612643 0.4462099734523077 0.4912305703668367 0.573797318978453 0.2825744366767452 0.5267638343997363 0.4170882938449544 0.5868250506149278 0.6612716758744672 0.32635181684032727 0.5487633863284985 0.31293005094955834 0.5641324469656516 0.5358842533529469 0.5021294173276624 0.5138327941842759 0.7305635058648601 0.3338862042841238 0.7626144518427277 0.3952191715713377 0.7687558374645388 0.3224800871990128 0.4799225770067978 0.7153330300630538 0.4639730182755203 0.3997759859523733 0.38338065911880526 0.7150654730988304 0.6261369159251495 0.31189671211465114 0.7020393783435744 0.3540254227810367 0.357101365001202
16,0.16301167275176429 0.4477337349946241 0.4384782913421418 0.3446108213621154 0.5681324430868395 0.5524844585260175 0.6695082241471457 0.6517449425925833 0.6245086365741768 0.5712872613145661 0.48468063328940525 0.37925333470572997 0.346541020862164 0.6167665306956056 0.4395391676388199 0.3087900342328154 0.5815832862316542 0.7651075597537336 0.4560279472513526 0.5171085629803079 0.6003352754315991 0.5550727065365882 0.4613185513765034 0.4980722905881995 0.5365007191355543 0.45964386398923235 0.6537270028763317 0.46387966409366654 0.6731960787872846 0.6964688851764307 0.6139174937090268 0.33174089192582096 0.4479764035540155 0.5766676025121068 0.4390644443633447 0.2538438214927557 0.6525229006580513 0.5666934078444209 0.41636124879752834 0.6043239927386962 0.40626477368122793 0.6398987561039131 0.42881923202750016 0.6576839683670505 0.4687521473464228 0.47203304891965786 0.5744875838712103 0.40139122739066413 0.6161316947262561 0.6062013946358897 0.6060368045097528 0.43132955082475133 0.5395543598346381 0.40786877211359446 0.6020135787704743 0.7680264267527116 0.54400937040037
17,0.11904195762334521 0.44773373525268095 0.4384782904580244 0.6468274037475644 0.45047854656158015 0.5518975083822979 0.7408154868790743 0.28916992037955186 0.46098685453268323 0.319788997199245 0.35189383631378063 0.3240038148324747 0.6572011688444529 0.5219834376562579 0.7727315172441436 0.38027243908483266 0.6374933941258665 0.15361311685666532 0.4023090768460499 0.5802038156839685 0.575009726716548 0.3857802315642067 0.4913002682089708 0.5208542533675318 0.47032733304609375 0.6909785233385626 0.7085311749283056 0.5322320541327562 0.47448666312927773 0.4034638729379577 0.5649442825993866 0.3969029943444724 0.6769460635599905 0.6533955087300373 0.5252697165066339 0.4654265465743014 0.6200819179404694 0.5522392346562033 0.658772777856357 0.49641481523757786 0.5492729383213665 0.4559219990364026 0.49638555641014925 0.45890927254446523 0.5201919509493925 0.265654967582205 0.7382714621518881 0.22413282487375874 0.32690309991663996 0.42221954255409094 0.5290823564561815 0.44559200492923867 0.610309965450913 0.3398420571622465 0.2542809911960822 0.5347077593566313 0.41657863440109183
18,0.11316087527827849 0.4477337366471682 0.43847829200444505 0.44277123429153187 0.4888770312138622 0.5415440149866191 0.42149632632120765 0.5892155018924284 0.5673292568233791 0.47335691091678017 0.2573793684859538 0.5503320446111996 0.2707539704982706 0.3369489525532267 0.5518686044095342 0.37320144584180487 0.5600030489240666 0.44506918962772596 0.3190991692908497 0.6026888135232739 0.312135321932541 0.5221294296406155 0.4365336973099908 0.3533932505797821 0.552119201594015 0.40693753875630145 0.3507891609293335 0.5736288755662395 0.5155171216971244 0.4431739047337627 0.4205967528008928 0.31529053067869606 0.3408642868938686 0.4086133204902438 0.2955610711106512 0.7752810800559361 0.5902318153313274 0.5580877606380157 0.6032935935861634 0.4145696573589104 0.4281243362335156 0.45468548551904053 0.37609248105347215 0.46368562212135217 0.3724748790278092 0.549684921150778 0.5468914358791739 0.4184523619266597 0.6872516268974925 0.6926583279338341 0.6516365283922861 0.28623818273123414 0.30965205979559196 0.39605672624427163 0.6140178089921067 0.5357683806376204 0.35708936528393204
19,0.18297635990105757 0.44773373456721466 0.4384782897129886 0.4302757335558298 0.46720072475171576 0.32656216303482355 0.5225123418183182 0.4145998626406377 0.38432853663091077 0.6561959919771039 0.21726204274653463 0.750667492107097 0.415493776934954 0.2651935372754359 0.6802086845146489 0.5417113263382987 0.23330089199125012 0.6010061314377942 0.35281407932655195 0.24220480014004303 0.38616147264723316 0.7475677765008748 0.5498893582009713 0.6822935145220992 0.43412002103921615 0.682872225692018 0.39855047339681837 0.2086764754989569 0.8163389658664912 0.6277823572872121 0.5679759919360621 0.4507157962620432 0.3454512263404185 0.4134953500205367 0.6677204193946822 0.5959829587338321 0.6131263771121823 0.4877363776927969 0.4403228661692165 0.6153124433989416 0.532351055448903 0.6956676449943314 0.3348320244425642 0.5754595697443667 0.5133494814080958 0.23081487017188632 0.4588256458747682 0.4281894155766388 0.313550824692864 0.5790090386370615 0.5235474304626799 0.667347372286036 0.46181826249724545 0.43899680398602264 0.1768758531094688 0.24245386955645182 0.6176210653229007
20,0.15332709794073407 0.4477337352673326 0.4384782902574961 0.5372009594449549 0.5286288172982482 0.3545888344014276 0.5620684830221176 0.6985975266730258 0.6690730723564705 0.6271207741298288 0.41174197162347537 0.5277781992529893 0.4574450287330885 0.4585279648595983 0.3359191675729662 0.6261387620379543 0.6423501890597372 0.642762321793766 0.26315368546406637 0.7740378566292876 0.6606940347316282 0.6748283381040632 0.22787234187126565 0.4180559867276158 0.4055202750932207 0.725910873642864 0.38462435009462487 0.613193683350931 0.34294470615333794 0.4077658089997906 0.6897374863022733 0.5955702601462066 0.44454056740034587 0.45673817949457357 0.48237983764943393 0.6627427984687694 0.4260757954577896 0.5948104389353708 0.5997522513481855 0.42819871745600513 0.5409796084919263 0.4546405413033083 0.5225921786737071 0.5664487521051816 0.6085403462684688 0.6227685172974896 0.3382938460257548 0.5587410524466448 0.579554526782887 0.5780238654853157 0.7730791917209536 0.7644097674682733 0.5774017824724923 0.5000089099623418 0.5551873409355496 0.42185163360332395 0.3723819648561278
21,0.09617926467781897 0.4477337361980817 0.4384782904142802 0.27746626882466385 0.7131354149634422 0.4025250026799663 0.3563107115678109 0.3896978987420847 0.34430329938690807 0.20809397843304456 0.5707131725680876 0.6920320738660424 0.3628905473524805 0.20494731731496468 0.5979827686338877 0.3330518447612267 0.24161534720066105 0.4658127870909776 0.48525885399001556 0.6154466496925943 0.4851387848970673 0.5423433719660545 0.5477206438433948 0.703374269998171 0.2209947735308733 0.5583632752137393 0.6506600014726349 0.3240945553279281 0.5513696404870905 0.6321439085479934 0.589373826772083 0.32882006392574065 0.5749239635469086 0.8375220249545419 0.3538673450838246 0.40018620052663906 0.5791908947915556 0.3495275178855172 0.5596229348728645 0.30472775811510067 0.4378102100817939 0.44810598001509017 0.5937574068075061 0.6500892197014008 0.836134409253277 0.25607005731177007 0.5887335267730375 0.43483468756606813 0.43497810558429106 0.41664500928434867 0.3163384643756413 0.41579359628784757 0.5427601484096456 0.7938544581350339 0.42601262355940733 0.45401908810344904 0.3602080851084803
22,0.2228771610090744 0.44773373634667735 0.4384782887595696 0.5056509369942367 0.4794825166150477 0.5209239064175002 0.4832226100567872 0.6713649433607691 0.6650816407798932 0.13729304608894963 0.7714050906801052 0.3581160306224469 0.4184113493453718 0.3319192104160819 0.3434865670100663 0.5027054358971026 0.8391068794678755 0.40820942965825446 0.5952762072746215 0.5153519094535298 0.6396556646762147 0.5134063511917858 0.305722162922432 0.44413944179526654 0.8144997579674852 0.6883595274916826 0.31292811184238084 0.43714056608545665 0.38162437816915257 0.3500123555844798 0.5910050972102703 0.4421683832852709 0.5313634402939709 0.5098524547360325 0.6260902042526777 0.8287611027328584 0.42929045991567844 0.430341675536252 0.6474290857079287 0.5668202770010728 0.6656831305551895 0.7126006167915045 0.7750107567344016 0.6523183009609415 0.5209787742555688 0.8275075937985619 0.3403062329188192 0.6667185766130814 0.2785308575320059 0.49917916123106376 0.6861519236416974 0.3860488418009047 0.35353558757674736 0.3309581207895237 0.5343805560915443 0.43396281010008864 0.6645989374935993
23,0.10532519953806321 0.4477337387322365 0.43847829150885675 0.7006728902474292 0.4127302807126582 0.6549603816198499 0.6134161346601674 0.3737450377817736 0.2625000747397523 0.6016536390729572 0.6324266688793969 0.3606038114194833 0.41507427841612377 0.5911282505179802 0.26364771365841 0.4094088047977318 0.412487299758199 0.7621365067332827 0.2636357907541454 0.3703315356446504 0.5454433254654356 0.31620654153839506 0.6925161812625696 0.7530325524653008 0.46513203710092743 0.7569097580576741 0.44628850156833466 0.6200115391356269 0.5522503419616469 0.7288122575338749 0.6306702460503266 0.3415271723330403 0.4769109536350411 0.7082576361632033 0.7294111023829054 0.5810412402349884 0.543690926534414 0.42426282095928575 0.5947735131476031 0.5502384394744693 0.2989650453478596 0.39206266631629194 0.47850413636120503 0.48893221645720564 0.20750664134891267 0.4209145906347933 0.4699520304322327 0.44001585650879305 0.50179821771908 0.5391101550670399 0.1852827849890819 0.7294344829045124 0.2719269260333523 0.6183261969401032 0.360045156141871 0.6964427342559488 0.3839906216784981
24,0.2031232851032872 0.44773373708247954 0.43847828962542945 0.6201340289420697 0.6180026989997308 0.4485945579825626 0.45450290077072203 0.3639958813775641 0.37551066055851157 0.6713488621062078 0.5585510492915837 0.2711787853959547 0.13092949654782518 0.6758267846045032 0.2174106932784337 0.7116815720083259 0.6953710134117692 0.4664197965594957 0.5505668784965059 0.4817742215196452 0.29389364903404713 0.3400464059618565 0.41519843449000693 0.2789519789435318 0.5640823134273726 0.7082745198697793 0.49961867832231177 0.38559336181727805 0.3602595705229271 0.37686899432257814 0.561991639815283 0.5908830772285618 0.7207162748280281 0.5886662542017048 0.4008297894527695 0.5876520390359882 0.33192733309215333 0.2071100314269099 0.38433879252577685 0.7495620770860472 0.34370701018137007 0.3432061692753912 0.7345335178740212 0.7019078890196246 0.4014379340924121 0.34974436381832197 0.3830525589593879 0.2685615749733719 0.512588480826345 0.5688377110781079 0.6273488653232955 0.5757322233497554 0.3297494941848884 0.5518506995616675 0.44385768888085214 0.5406851268217611 0.5062648372686334
25,0.23359360449482772 0.44773373444449627 0.4384782898798725 0.7218616816136805 0.4360150789360709 0.5484599697069461 0.44387771601372983 0.479947523148995 0.46118563614933933 0.5739781173594959 0.742182997734991 0.36465490057962635 0.6520154084961653 0.6852286837234359 0.6397860238512214 0.6443776418660413 0.3701510769161909 0.4295525510179514 0.6865144126759417 0.5404287282727753 0.4413322980239366 0.33009232970849406 0.30781477817627517 0.5750642586004726 0.5359812527963839 0.43429724098885797 0.4247211215660506 0.5564638638654587 0.27850805586592187 0.405191586403651 0.3621403201199373 0.4322445904138033 0.6710105272055616 0.6419491773037863 0.6432479992560592 0.5663844165247207 0.6156423734662181 0.7167209060995814 0.32427505356495234 0.37124598046867774 0.6044673523316664 0.6728281578627504 0.5775746015376907 0.41124494871442174 0.6259344593928707 0.2723081568621153 0.6408043495377964 0.6393681346295765 0.5132205308143578 0.457483386179778 0.40809591525095396 0.6871768901412185 0.725726379464199 0.2492949269179318 0.7683688941795002 0.2602372519807874 0.3589652324966741
