,Result
16,0.2736221655228968 0.4477334721590903 0.4384765923099161 0.8181175115581683 0.529686970097712 0.5813744573728225 0.37346154962564804 0.49804780323413184 0.31225127488562765 0.4078305410528891 0.6683820593593726 0.5045416241957015 0.3725829099762221 0.43415379541813537 0.42450481867362294 0.6240531747295944 0.36406419022048675 0.5170247046016623 0.48974346690629095 0.22020378906046204 0.6249110689891884 0.48402234477294526 0.3985145753140865 0.39259964415821436 0.4347226490746866 0.2752536558246943 0.32518746983550184 0.30723389746631613 0.582047108140587 0.39192139296965606 0.6142039940197772 0.4735854181864325 0.5563296425419519 0.15988020700223282 0.5287151789247222 0.7547992235027055 0.38488989813092517 0.5097355246007765 0.6887990736692196 0.6061557089604679 0.7597371740301806 0.5570710428353304 0.33837936318863976 0.7373394607712619 0.5957311205168984 0.6278800545441232 0.5370443658036722 0.6684496116255167 0.45185083331537335 0.3219430753192983 0.5363767092309754 0.5106174714478978 0.4213225546230278 0.5757776567861125 0.6067807026907192 0.6797828431724446 0.30637367387889075
17,0.3182506402700931 0.44772809429430677 0.438490760330113 0.3434908921406956 0.2994459308778281 0.46884191352903276 0.6564876229771147 0.635046242203498 0.5915319872058152 0.4213813310117517 0.44388302793760326 0.7635204048908543 0.45799356859775037 0.6081223399518162 0.5375387982322266 0.36907671296805566 0.550297442644504 0.5548342104089666 0.35005388570795737 0.40995179134501086 0.7918419328319555 0.5103796683728067 0.6963322665753501 0.42477584178323635 0.5264698122580603 0.5095723443885658 0.3253456972049541 0.4216080945232829 0.8217948737826798 0.4634745615834221 0.697199629601295 0.32633131908183133 0.2565451494098361 0.46591360609265897 0.34523288609790226 0.7570081170251468 0.6414528670667436 0.28038321161310836 0.2499592912543701 0.5162259339024873 0.5824525305106075 0.38348879822960347 0.04962090115838787 0.6671945893757091 0.5579592800720328 0.575463578895857 0.4025934488129762 0.4116161934161202 0.5461191930459471 0.659006270616912 0.6066230671927083 0.416045304902925 0.5612150832506007 0.6084395426018612 0.9402701581477626 0.3885919964285304 0.6546271292388565
18,0.2836083563066076 0.44773595026570767 0.4384846009723909 0.5376543575521613 0.18198161567627724 0.7747558492462797 0.8682168036801019 0.6068571402329167 0.4976754869548793 0.28446081427056813 0.7134738255561599 0.6049911248175491 0.7826242792819792 0.7310487172002965 0.5348088220512313 0.8401229753771906 0.7805646642179009 0.5364859850012177 0.729417594630213 0.6931975990374335 0.7647899630336106 0.6555403425544771 0.3005168373452412 0.5472646757390804 0.7882066870436779 0.36470512476869393 0.7402190074919563 0.48577729418978427 0.6022795493292371 0.7464134564632163 0.3371242646300845 0.45686417876468344 0.3724602465312413 0.6572880178703298 0.15890062235769475 0.45363951367261834 0.5363716840646433 0.07404911634034057 0.27069346912726777 0.36190606092083766 0.6526528546199821 0.6398340982829306 0.4098622888733368 0.5137297529244268 0.5891054613097563 0.7213227714220507 0.3701933709870042 0.6853037109464007 0.16331323541857207 0.11568949170797393 0.5578902307200244 0.5231235422889505 0.21596188808630934 0.3146111695344992 0.5650219001884581 0.6276808239481574 0.3342602967771648
19,0.21822890985396737 0.44780877778572636 0.43855244897852524 0.47952127954997614 0.544026314745401 0.5711952364863839 0.35781841410207765 0.5698758271985045 0.5270504414080855 0.7288847825677671 0.3426180629616887 0.4615423875115674 0.3584091807213829 0.57617403604507 0.635733047845108 0.6053016882297992 0.6802875536691947 0.47710967180273994 0.5424577427423399 0.4040841922315683 0.36201504052167477 0.7745648553496113 0.3121250886293873 0.6004940261025916 0.4425643005365118 0.6765295769648291 0.6118383944120239 0.4245106427840956 0.5444759441098725 0.41470611593031453 0.5314277814347181 0.31456250046220446 0.558976847202337 0.7394896447540422 0.30461976008545105 0.4824594036540682 0.7266007262141886 0.6316695536075418 0.45573928080154485 0.5955735720404318 0.7447092929146614 0.516236417761239 0.3816660924064547 0.4167424230574453 0.2895639944925728 0.41817353715778155 0.14704479735492873 0.39797752988681395 0.45163117734843555 0.3183914963187663 0.6598570784738144 0.15312555922471827 0.6850814090943421 0.35000063786611546 0.4759481523530799 0.6034182970095892 0.29268285971225066
20,0.03210842394122255 0.44774221747289744 0.43847867937561175 0.6060186281454114 0.5619066687958666 0.8265212817480035 0.5322266401235664 0.6223972051431694 0.2912965536244544 0.7111182051214255 0.5309818639356261 0.4471433617108682 0.45178816377238407 0.799062636071592 0.5466135735060145 0.5431137737943394 0.7193940564490806 0.3488448797071813 0.5214003804126123 0.325863079654341 0.44561290337197995 0.4481089876456143 0.7463607199610991 0.15147945409461142 0.49467577896409975 0.3620353079538526 0.4579876655822725 0.33060773048122494 0.4146827228700793 0.30832996425652565 0.7103474059500378 0.39007383671831725 0.34028232179739076 0.33402466375415707 0.19223279328219048 0.42435872601367225 0.36134259830380766 0.8059966086975491 0.44782273943046025 0.48860455966099436 0.7034692181910258 0.6710226940386861 0.5108714087711091 0.49117253644423514 0.767548925249089 0.36474424037115943 0.7743489534676152 0.35167372526431456 0.33455721183921544 0.20946068819523128 0.7184755113987729 0.6524127199628628 0.5847050176219526 0.49696526838837435 0.7590629942781534 0.5967964122066064 0.6112166668230029
21,0.2843374742761998 0.44772729999666483 0.4384838081005973 0.4713675907512442 0.3955396713987645 0.6410884765497262 0.6233061965224957 0.48960707419351923 0.3289501486795952 0.6025592908793401 0.6686589674697574 0.6982444756664539 0.5158246134153595 0.5333709328397295 0.46238587180378005 0.3764269791086322 0.4910668900551465 0.3399458376756112 0.2994744755355909 0.8944088992753337 0.6751836491657894 0.8441222282781937 0.7490479598975662 0.2751203316196984 0.6667097783718533 0.6468337150925602 0.6176180033988842 0.6205917310881879 0.3321438417034755 0.20017424021386526 0.6033771821702784 0.6101292947525006 0.500435951277064 0.4673490230600545 0.6393316418580247 0.5005245942723424 0.2701416330318388 0.6226482140422095 0.6530072617362793 0.4797624518921033 0.4304706459728929 0.5022578732802008 0.40789218969690566 0.7722816598495548 0.5648466851601327 0.619696776494227 0.25319706720381985 0.5055977246844948 0.34280057516633994 0.4786312200626872 0.49060184753314456 0.487109645710443 0.3301879251503819 0.7186313363975075 0.45868588601949545 0.4698175961115744 0.6010361858047452
22,0.19567368082585818 0.4477370955287545 0.4384786905273681 0.5080342921397768 0.47514102716566403 0.6166698494972287 0.4858934712770204 0.49645061132033164 0.4849077129647095 0.5209611661746054 0.49748783562735494 0.2743050645133146 0.5806850159977034 0.6066495156863329 0.36617826029705447 0.5068257889350631 0.3984798732684207 0.5549636329983866 0.4692703674232022 0.1915779096045223 0.311484014325305 0.5992253604487918 0.42995538248702775 0.5275789856508646 0.6298292875786893 0.6049274056128773 0.4024704228264838 0.38982444601378546 0.3106422778747061 0.27885388334038635 0.1674173184441175 0.5229837511548386 0.6985418451880359 0.5508111329031353 0.3661058398095466 0.5256000852407903 0.5322471938744199 0.590499125471454 0.46101542626139275 0.5781183898613483 0.45949775506456947 0.42331066901483627 0.6143134113709816 0.5377062002150718 0.302831154180922 0.6984096577873424 0.727110165584246 0.7564432787679998 0.5224781277811369 0.3376785653281325 0.7185374428082949 0.3644642182977795 0.4822925869948398 0.44408890061648426 0.8306912056506615 0.6877735999389039 0.8720826413840392
23,0.26336119421213106 0.44771384061477476 0.43846261948255566 0.426625494844917 0.3812350612611672 0.38717857036085324 0.3092727237371397 0.3986846969089802 0.332248059005769 0.467051135223012 0.5655714048074311 0.6625009736980553 0.5095223200355106 0.6093479581124044 0.4559749278829429 0.4981886842770899 0.4471895499077236 0.27022421363992816 0.3828433494511029 0.4358475662869125 0.7448452172244613 0.8277751218994509 0.5293106810433497 0.8429687714810346 0.5311803045657947 0.7648379863604898 0.12414541943603587 0.2560455878745765 0.1858568542529523 0.39643588438416455 0.5521167664780531 0.2668005445610654 0.565396078611082 0.27432202545647144 0.694208213601276 0.7152307944292595 0.8219145517432392 0.6160360229543873 0.13139884711679856 0.6066789211309399 0.3578449632462065 0.22536498450469045 0.5278658167455254 0.4608115055830559 0.4747311392982181 0.4653365122765912 0.16767301065795046 0.5770010124702918 0.362558171861098 0.93394947916769 0.49764639045348263 0.27250681558791306 0.5192282516982398 0.6535173048510552 0.43182374209594093 0.47981204075763195 0.14858928617975062
24,0.25755285820459556 0.4477569280268921 0.4384673856117825 0.6412856335044067 0.30595222113398274 0.1013039145713034 0.6170782599953919 0.6201356322671873 0.8646387887416714 0.6416703561615048 0.18395308607901495 0.4381746272914472 0.46613056474253817 0.7057683109527968 0.18133562394846686 0.6644327998722137 0.6336190480291414 0.13837330269757797 0.7040051831066366 0.5969710570748825 0.39965015229730044 0.5295927534330396 0.27242855288170204 0.17827446263862476 0.40560959046181605 0.35181633881719704 0.3269468419898026 0.5206642860835191 0.5884580814018451 0.8588878110677832 0.44427642956181523 0.8825809482605328 0.3109866583727304 0.5359860721081148 0.47220192995674765 0.39362816044546645 0.5733045259151313 0.7341447820744632 0.3379469944238885 0.17128649150796257 0.46974828396989354 0.7649559246297598 0.7952823344209023 0.5953066393476785 0.6620374497430062 0.3387112030718877 0.12317333712201256 0.5638415870431369 0.387258051168225 0.3616831962458858 0.7234735312917024 0.21400780101446937 0.8348138670722529 0.1834462041179441 0.31971227704603455 0.5295456643492686 0.6511128005995074
25,0.03808318806318698 0.4477705484611626 0.4385433685153081 0.7246901734520435 0.3407358280812566 0.40545869964303644 0.5005719675559308 0.45538221193300166 0.27132386985899154 0.4185515350916362 0.5017170163939748 0.5779079213620115 0.19805768259008494 0.3546993331720701 0.8595979703794256 0.7726003574958293 0.14283734458663935 0.5212397430168976 0.3615290552854048 0.7232435275059337 0.8930491966540076 0.25650370287991126 0.3066929063279341 0.38115783297453115 0.6247985655049666 0.6167709874846696 0.703163360946329 0.7932609105681271 0.9035764410585436 0.3605918552049707 0.8246364381515267 0.4225058979282583 0.3848356620712644 0.1654314908206645 0.7234168507919254 0.6225521549014734 0.4427424712736185 0.9151025829910476 0.5543185533998721 0.5190590065477795 0.21697837202252723 0.46210269413540556 0.5332726259708975 0.5610879847595258 0.597088156730303 0.42963264572926085 0.9570249755972192 0.3140207259372772 0.5791226269459309 0.4650496161016907 0.26339996503504015 0.40083709048343413 0.6101217620467179 0.7985157708633076 0.48466347108306496 0.6558040124858098 0.31330535703770634
